iter	MultiClass
464	0.0733483167
465	0.07331749884
466	0.07325406518
467	0.0729928619
468	0.072876881
469	0.07286605839
470	0.07265644973
471	0.07250873313
472	0.07219338027
473	0.07204446414
474	0.07191215299
475	0.07183868646
476	0.07154405077
477	0.0715310565
478	0.07136484073
479	0.07117466444
480	0.07105929859
481	0.07095942043
482	0.07052738855
483	0.07034342685
484	0.07032388
485	0.07020078262
486	0.0700926837
487	0.0699264271
488	0.06971374375
489	0.06958575923
490	0.06949828427
491	0.06949425783
492	0.06935042628
493	0.06895527375
494	0.06876857229
495	0.068583425
496	0.06855631034
497	0.06852917278
498	0.06850027054
499	0.06839041701
500	0.06826911275
501	0.06800811424
502	0.06780636289
503	0.06776953539
504	0.06756160989
505	0.06737320701
506	0.06719220832
507	0.06696504419
508	0.06693649159
509	0.0668567254
510	0.06670551177
511	0.0665501715
512	0.06651252045
513	0.06636937296
514	0.06618619784
515	0.06605046441
516	0.06591721749
517	0.06575517385
518	0.06564742404
519	0.06514717493
520	0.06501440701
521	0.06500419588
522	0.0648365503
523	0.06473282683
524	0.06439557808
525	0.06436348572
526	0.0642178248
527	0.06407252766
528	0.06376759397
529	0.06371627891
530	0.06346747328
531	0.06332453519
532	0.06329505955
533	0.0629848884
534	0.06264349951
535	0.06263256143
536	0.06226709955
537	0.06221331451
538	0.06206687725
539	0.06170162293
540	0.06162902134
541	0.06149194537
542	0.06143681927
543	0.06119630264
544	0.06108728687
545	0.06078204838
546	0.06073211683
547	0.06065377913
548	0.06056168401
549	0.06048586022
550	0.06038920478
551	0.06025137534
552	0.0601894449
553	0.05988882426
554	0.05971206942
555	0.05960928487
556	0.0595308295
557	0.05926825986
558	0.05918701383
559	0.05902813664
560	0.05891950329
561	0.05887720676
562	0.05874039316
563	0.0586048183
564	0.05858037198
565	0.05847661463
566	0.05843470442
567	0.05830588397
568	0.05817227637
569	0.05801846528
570	0.0577181035
571	0.05757261584
572	0.05754007242
573	0.05737467287
574	0.05730217008
575	0.05719274326
576	0.05710130513
577	0.05697835632
578	0.0569223357
579	0.05677288518
580	0.05671353746
581	0.05646612525
582	0.05640828907
583	0.05626994182
584	0.05610963422
585	0.05596867462
586	0.05585373115
587	0.05572562249
588	0.05567504069
589	0.05509667526
590	0.05496406545
591	0.05487559761
592	0.05477861635
593	0.05473634987
594	0.05463910883
595	0.0544954261
596	0.05442710477
597	0.05426024015
598	0.05418695514
599	0.05412764469
600	0.05378279128
601	0.05373485035
602	0.05362590326
603	0.05350606574
604	0.05337859465
605	0.05331054977
606	0.05328540444
607	0.05314173079
608	0.05299546282
609	0.05295746424
610	0.05281998798
611	0.05273869768
612	0.05272547555
613	0.05259642703
614	0.05251505085
615	0.05234636083
616	0.05227579343
617	0.05216906283
618	0.05211363089
619	0.05201835558
620	0.05191305289
621	0.0518086842
622	0.0515982222
623	0.0515652561
624	0.05146043346
625	0.05113047486
626	0.05112052876
627	0.0510166494
628	0.05101156446
629	0.05084941062
630	0.05083625037
631	0.0507508612
632	0.05069478438
633	0.05065604517
634	0.05062889286
635	0.05061138575
636	0.05051892834
637	0.05035206569
638	0.05025047751
639	0.05024298071
640	0.05012632208
641	0.05008246634
642	0.04998585817
643	0.04994211483
644	0.04984676958
645	0.04974947286
646	0.04968716863
647	0.04945518878
648	0.04936558511
649	0.04932053929
650	0.04925705907
651	0.04913775968
652	0.04900341129
653	0.04890067733
654	0.04877653258
655	0.04866600306
656	0.04853737259
657	0.04848589485
658	0.04826434065
659	0.04822485587
660	0.04816185842
661	0.04812887516
662	0.04811556862
663	0.04792861925
664	0.04781741418
665	0.04768788369
666	0.0475616626
667	0.04755920434
668	0.04751736981
669	0.04744828198
670	0.0473622485
671	0.047287894
672	0.04712257859
673	0.04700309473
674	0.04692840559
675	0.04689359337
676	0.04681094853
677	0.04675248381
678	0.04672186601
679	0.0466499108
680	0.04654412712
681	0.04648193855
682	0.04644435153
683	0.04626486787
684	0.04623144477
685	0.0461781597
686	0.04613244331
687	0.04608903442
688	0.04598955838
689	0.0459142999
690	0.04584225375
691	0.0458165464
692	0.04578573538
693	0.04570414576
694	0.04555901309
695	0.04547911117
696	0.04540393398
697	0.04537837715
698	0.04533812266
699	0.04524619146
700	0.04512927848
701	0.04504546674
702	0.04504107299
703	0.04493203469
704	0.04478889081
705	0.0446630701
706	0.04457462584
707	0.04455333957
708	0.04447885269
709	0.04434090313
710	0.04422909194
711	0.04414156291
712	0.04408436003
713	0.04387515056
714	0.04379140405
715	0.04364774416
716	0.04358547706
717	0.04352299162
718	0.04341420267
719	0.04335786638
720	0.04328062723
721	0.04320353374
722	0.04310836421
723	0.04294764986
724	0.04282821859
725	0.04275461932
726	0.04264473568
727	0.04262343603
728	0.04257861252
729	0.04245682098
730	0.04234937272
731	0.04222200502
732	0.04221108755
733	0.04201204475
734	0.04194801301
735	0.04193405052
736	0.04187540851
737	0.0417689826
738	0.04164811342
739	0.04155842173
740	0.04124549033
741	0.04117649452
742	0.04106996563
743	0.04100010611
744	0.04096306153
745	0.04091302918
746	0.04082231774
747	0.04076957576
748	0.04043438252
749	0.04037859866
750	0.04032309492
751	0.04023761354
752	0.0400286077
753	0.03998655825
754	0.03992664602
755	0.03985893285
756	0.03975215809
757	0.03962156674
758	0.03953582927
759	0.03935552699
760	0.03925818496
761	0.03924867802
762	0.03921507945
763	0.03917399141
764	0.03910447518
765	0.03907253896
766	0.03899614295
767	0.03894656562
768	0.03890490078
769	0.03884969059
770	0.03879682283
771	0.0387248809
772	0.03864943343
773	0.03853554646
774	0.03847946003
775	0.03846070131
776	0.03841052161
777	0.03838095813
778	0.03831238275
779	0.03830433867
780	0.03819332575
781	0.03816209397
782	0.03802628148
783	0.03795659632
784	0.03782660435
785	0.03776821637
786	0.0377043743
787	0.03764193605
788	0.03759606873
789	0.03757334564
790	0.03745714111
791	0.03740809776
792	0.03739592314
793	0.03737398617
794	0.0372622806
795	0.03721589169
796	0.03718246414
797	0.03714844739
798	0.03711676941
799	0.03700399236
800	0.03694074655
801	0.03685590326
802	0.03684885564
803	0.03670948669
804	0.03670568748
805	0.03661091199
806	0.03656254012
807	0.03654261702
808	0.03649429865
809	0.0364687398
810	0.0364463406
811	0.03640679699
812	0.03637978138
813	0.03628189616
814	0.03622732443
815	0.03620220749
816	0.03617665035
817	0.0360967322
818	0.03605200108
819	0.03602353407
820	0.03598599634
821	0.03594027609
822	0.0358782149
823	0.0358197785
824	0.03551064391
825	0.03541662266
826	0.03539090255
827	0.03531331256
828	0.03529816178
829	0.03525248779
830	0.03519960202
831	0.03517530964
832	0.03512104109
833	0.03510148783
834	0.03507942678
835	0.03505606829
836	0.03495639213
837	0.03475791603
838	0.03474586393
839	0.03446911756
840	0.0344255811
841	0.03430202192
842	0.03422494705
843	0.03418948476
844	0.03414330765
845	0.03408330532
846	0.03403828817
847	0.03400706875
848	0.03394179117
849	0.03392048606
850	0.03387750694
851	0.03383555274
852	0.03380956656
853	0.03378901603
854	0.03375782709
855	0.03372373458
856	0.03364237736
857	0.03359806822
858	0.03354604025
859	0.03343075206
860	0.03340320918
861	0.03334249844
862	0.03332963647
863	0.03328163521
864	0.03325622008
865	0.03322051746
866	0.03308035778
867	0.0330519735
868	0.03299950162
869	0.03292348677
870	0.03288121805
871	0.03280382629
872	0.03269339839
873	0.03264522547
874	0.03260670615
875	0.03259037084
876	0.03257711264
877	0.03254618756
878	0.03253221836
879	0.03252896831
880	0.03246720377
881	0.03237355923
882	0.03235237534
883	0.03235099194
884	0.0322857676
885	0.03226637053
886	0.03226340188
887	0.03212794024
888	0.03207742243
889	0.03204213725
890	0.03199484647
891	0.03186276915
892	0.03181085185
893	0.03168957457
894	0.03165130303
895	0.03164272217
896	0.03159167374
897	0.03152217506
898	0.03146156774
899	0.03145207541
900	0.03130456065
901	0.03113158907
902	0.03106518794
903	0.03102120985
904	0.03098911836
905	0.0309593319
906	0.03092956177
907	0.03078851466
908	0.03078270867
909	0.03070739074
910	0.03067683625
911	0.03061383397
912	0.0304961519
913	0.03040679837
914	0.03035258691
915	0.03030633118
916	0.0302370945
917	0.03019271561
918	0.03015880595
919	0.03002155007
920	0.02998345882
921	0.02993540555
922	0.02987922504
923	0.02985712302
924	0.02983987963
925	0.02973239997
926	0.02969422502
927	0.02965694034
928	0.0296224527
929	0.02960689729
930	0.02957500488
931	0.02949930861
932	0.02948148215
933	0.02944038616
934	0.02939738553
935	0.02936219556
936	0.02936063988
937	0.02933738468
938	0.02927896592
939	0.02921437024
940	0.02918852086
941	0.02912495288
942	0.0291231142
943	0.0290513973
944	0.02904903248
945	0.02890482635
946	0.02888192392
947	0.02882853457
948	0.02881104142
949	0.02874286611
950	0.02870341291
951	0.02866841789
952	0.02866817038
953	0.02860240983
954	0.02857685755
955	0.02855294328
956	0.0284696979
957	0.02842044701
958	0.02840339252
959	0.02839788872
960	0.02834650898
961	0.02829476507
962	0.02824735517
963	0.02819788275
964	0.02814909731
965	0.02810935249
966	0.02806867084
967	0.02806120323
968	0.02803793711
969	0.02800934732
970	0.02800580411
971	0.02790570308
972	0.02790061754
973	0.02785309233
974	0.02781293148
975	0.02773124199
976	0.02771477307
977	0.0276874555
978	0.02762424726
979	0.02758675197
980	0.02755086772
981	0.02750820867
982	0.02746998889
983	0.02744093172
984	0.02741764216
985	0.02737093328
986	0.02722574015
987	0.02718059696
988	0.02714573431
989	0.02713015113
990	0.02711066527
991	0.02706365178
992	0.02701628818
993	0.02700071469
994	0.02694020306
995	0.02690852601
996	0.02690163268
997	0.02686602895
998	0.02679723387
999	0.02674415749
